Kurskod;Kursnamn;Högskolepoäng;Anmälningskod;Årtal;Vecka;Studieplatser;Studietakt
SB205C;Laserskanning från marken och luften;7.5;17311;2020;36;30;0.50
SB205C;Laserskanning från marken och luften;7.5;17316;2021;35;22;0.50
SB205C;Laserskanning från marken och luften;7.5;17307;2022;35;35;0.50
SB205C;Laserskanning från marken och luften;7.5;17327;2023;35;15;0.50
SB205C;Laserskanning från marken och luften;7.5;17301;2024;36;15;0.50
SB205C;Laserskanning från marken och luften;7.5;17301;2025;36;15;0.50
IEG503;Lean och ledarskap;7.5;17402;2019;46;60;0.50
IEA011;Ledning av innovationsprocesser;6.0;27407;2016;4;15;0.50
IEA011;Ledning av innovationsprocesser;6.0;27414;2016;4;10;0.50
IEA011;Ledning av innovationsprocesser;6.0;27409;2017;4;6;0.50
IEA011;Ledning av innovationsprocesser;6.0;17413;2019;46;20;0.50
IEG502;Ledning för hållbar utveckling;7.5;27410;2015;4;30;0.50
IEG502;Ledning för hållbar utveckling;7.5;27411;2016;4;30;0.50
IEG502;Ledning för hållbar utveckling;7.5;27400;2017;4;30;0.50
IEG502;Ledning för hållbar utveckling;7.5;27409;2018;3;6;0.50
IEG502;Ledning för hållbar utveckling;7.5;27401;2019;4;15;0.50
IEG504;Ledningssystem för kvalitet och verksamhetsutveckling;7.5;17400;2019;36;35;0.50
LO733C;Logistics and supply chain management;7.5;27411;2015;4;37;0.00
LO733C;Logistics and supply chain management;7.5;27412;2016;4;50;0.50
LO733C;Logistics and supply chain management;7.5;27405;2017;4;23;0.50
LO733C;Logistics and supply chain management;7.5;27410;2018;3;67;0.50
LO733C;Logistics and supply chain management;7.5;27402;2019;4;70;0.50
LO100;Logistik (distans);7.5;17416;2015;35;120;0.25
LO712A;Logistik (distans);7.5;37400;2016;25;100;0.50
LO712A;Logistik (distans);7.5;17414;2017;35;40;0.50
LO712A;Logistik (distans);7.5;17421;2017;35;18;0.50
LO712A;Logistik (distans);7.5;17420;2019;36;30;0.50
SBG507;Markåtkomst och ersättning;7.5;17322;2017;1;30;0.50
SBG507;Markåtkomst och ersättning;7.5;17315;2019;46;25;0.50
SBG507;Markåtkomst och ersättning;7.5;17312;2020;46;25;0.50
SBG507;Markåtkomst och ersättning;7.5;17319;2021;45;21;0.50
SBG507;Markåtkomst och ersättning;7.5;17325;2022;45;16;0.50
SBG507;Markåtkomst och ersättning;7.5;17328;2023;45;16;0.50
SBG507;Markåtkomst och ersättning;7.5;17334;2024;46;16;0.50
SBG507;Markåtkomst och ersättning;7.5;17334;2025;46;16;0.50
MTG303;Maskinelement;7.5;26205;2015;14;37;0.50
MTG303;Maskinelement;7.5;26201;2016;14;40;0.50
MTG303;Maskinelement;7.5;26203;2017;14;43;0.50
MTG303;Maskinelement;7.5;26204;2018;13;9;0.50
MTG303;Maskinelement;7.5;26203;2019;14;20;0.50
MTG005;Maskinteknik grundkurs;7.5;16202;2018;45;58;0.50
MTG005;Maskinteknik grundkurs;7.5;16207;2019;46;55;0.50
MTG304;Materiallära;7.5;16204;2018;45;20;0.50
MTG304;Materiallära;7.5;16204;2019;36;25;0.50
MTG308;Mekanik för ingenjörer;7.5;16205;2018;45;20;0.50
MTG308;Mekanik för ingenjörer;7.5;16200;2019;36;25;0.50
SBG041;Metoder för samhällsplanering och geografi;7.5;18600;2019;46;35;0.50
SBG041;Metoder för samhällsplanering och geografi;7.5;18604;2020;46;40;0.50
SBG041;Metoder för samhällsplanering och geografi;7.5;18604;2021;45;40;0.50
SBG041;Metoder för samhällsplanering och geografi;7.5;18602;2022;45;36;0.50
SBG041;Metoder för samhällsplanering och geografi;7.5;18605;2023;45;36;0.50
SBG041;Metoder för samhällsplanering och geografi;7.5;18603;2024;46;36;0.50
SBG041;Metoder för samhällsplanering och geografi;7.5;18603;2025;46;36;0.50
BEG503;Metoder och verktyg för besluts- och riskanalys;7.5;18418;2020;44;15;0.50
BEG503;Metoder och verktyg för besluts- och riskanalys;7.5;18429;2021;44;20;0.50
BEG503;Metoder och verktyg för besluts- och riskanalys;7.5;18435;2022;45;10;0.50
BEG503;Metoder och verktyg för besluts- och riskanalys;7.5;18434;2024;41;10;1.00
BEG503;Metoder och verktyg för besluts- och riskanalys;7.5;18434;2025;41;10;1.00
SBA044;Metoder och verktyg för geospatial informationsvetenskap;5.0;27305;2018;13;6;0.50
SBA044;Metoder och verktyg för geospatial informationsvetenskap;5.0;27318;2019;14;15;0.50
SBA044;Metoder och verktyg för geospatial informationsvetenskap;5.0;27320;2020;14;8;0.50
SBA044;Metoder och verktyg för geospatial informationsvetenskap;5.0;27319;2022;13;3;0.50
SBA044;Metoder och verktyg för geospatial informationsvetenskap;5.0;27321;2023;13;10;0.50
SBA044;Metoder och verktyg för geospatial informationsvetenskap;5.0;27306;2024;13;5;0.25
SBA044;Metoder och verktyg för geospatial informationsvetenskap;5.0;27306;2025;13;5;0.25
IEG304;Miljöekonomi och miljöstyrning;7.5;17405;2019;36;60;0.50
SB255A;Miljögeografi;7.5;28505;2017;4;50;0.50
SB285A;Miljökonsekvensbeskrivning;7.5;28603;2015;4;55;0.50
SB285A;Miljökonsekvensbeskrivning;7.5;28602;2016;4;70;0.50
SBG101;Miljöprocesser - bedömning, påverkan och konsekvenser;7.5;28600;2018;3;58;0.50
SBG101;Miljöprocesser - bedömning, påverkan och konsekvenser;7.5;28601;2019;4;65;0.50
SBG101;Miljöprocesser - bedömning, påverkan och konsekvenser;7.5;28606;2020;4;42;0.50
SBG101;Miljöprocesser - bedömning, påverkan och konsekvenser;7.5;28603;2021;3;62;0.50
SBG101;Miljöprocesser - bedömning, påverkan och konsekvenser;7.5;28602;2022;3;27;0.50
SBG101;Miljöprocesser - bedömning, påverkan och konsekvenser;7.5;28605;2023;3;30;0.50
SBG101;Miljöprocesser - bedömning, påverkan och konsekvenser;7.5;28600;2024;3;30;0.50
SBG101;Miljöprocesser - bedömning, påverkan och konsekvenser;7.5;28600;2025;3;30;0.50
DV009C;Multimediaproduktion och webbgrafik, 7,5 hp;7.5;18412;2013;45;30;0.50
DV051B;Människa - datorinteraktion;7.5;28423;2013;4;30;0.50
BEA304;Mätnings- och värdeteori;7.5;18424;2020;46;55;0.50
BEA304;Mätnings- och värdeteori;7.5;18420;2021;45;55;0.50
BEA304;Mätnings- och värdeteori;7.5;18401;2022;45;55;0.50
BEA304;Mätnings- och värdeteori;7.5;18406;2023;45;55;0.50
BEA304;Mätnings- och värdeteori;7.5;18406;2024;46;55;0.50
BEA304;Mätnings- och värdeteori;7.5;18406;2025;46;55;0.50
BEG305;Mätningsteori och formell värdeteori;7.5;28422;2015;4;10;0.50
BEG305;Mätningsteori och formell värdeteori;7.5;28407;2016;4;30;0.50
SBG352;Naturgeografi;7.5;18502;2020;36;30;0.50
SBG352;Naturgeografi;7.5;18500;2021;35;40;0.50
SBG352;Naturgeografi;7.5;18501;2022;35;32;0.50
SBG352;Naturgeografi;7.5;18501;2023;35;17;0.50
SBG352;Naturgeografi;7.5;18501;2024;36;17;0.50
SBG352;Naturgeografi;7.5;18501;2025;36;17;0.50
SBG501;Naturkatastrofer och riskbedömning;7.5;28503;2015;4;10;0.50
SBG501;Naturkatastrofer och riskbedömning;7.5;28505;2016;4;30;0.50
SBG501;Naturkatastrofer och riskbedömning;7.5;28502;2017;4;5;0.50
SBG501;Naturkatastrofer och riskbedömning;7.5;28503;2018;3;12;0.50
SBG501;Naturkatastrofer och riskbedömning;7.5;28503;2019;4;10;0.50
SBG542;Naturkatastrofer och riskbedömning;7.5;28502;2020;4;5;0.50
SBG542;Naturkatastrofer och riskbedömning;7.5;28502;2021;3;10;0.50
SBG542;Naturkatastrofer och riskbedömning;7.5;28503;2022;3;24;0.50
SBG542;Naturkatastrofer och riskbedömning;7.5;28504;2022;3;0;0.50
SBG542;Naturkatastrofer och riskbedömning;7.5;28502;2023;3;20;0.50
SBG542;Naturkatastrofer och riskbedömning;7.5;28502;2024;3;25;0.50
SBG542;Naturkatastrofer och riskbedömning;7.5;28502;2025;3;25;0.50
BYG503;Nybyggnadsprojekt;15.0;26609;2015;1;30;0.50
DVG330;Nätverksteknik och IT-säkerhet;7.5;28416;2022;13;23;0.50
DVG330;Nätverksteknik och IT-säkerhet;7.5;28428;2023;13;39;0.50
DVG330;Nätverksteknik och IT-säkerhet;7.5;28401;2024;13;35;0.50
DVG330;Nätverksteknik och IT-säkerhet;7.5;28401;2025;13;35;0.50
DVG303;Objektorienterad design och programmering;7.5;18428;2014;35;30;0.50
DVG326;Objektorienterad design och programmering;7.5;18412;2019;36;65;0.50
DVG326;Objektorienterad design och programmering;7.5;18410;2020;36;45;0.50
DVG326;Objektorienterad design och programmering;7.5;18414;2021;35;50;0.50
DVG317;Objektorienterad design och programmering;7.5;18414;2022;35;0;0.50
DVG326;Objektorienterad design och programmering;7.5;18416;2022;35;60;0.50
DVG333;Objektorienterad design och programmering;7.5;18432;2022;1;12;0.50
DVG326;Objektorienterad design och programmering;7.5;18425;2023;35;75;0.50
DVG333;Objektorienterad design och programmering;7.5;18411;2023;35;6;0.50
DVG326;Objektorienterad design och programmering;7.5;18412;2024;36;65;0.50
DVG333;Objektorienterad design och programmering;7.5;18426;2024;36;10;0.50
DVG326;Objektorienterad design och programmering;7.5;18412;2025;36;65;0.50
DVG333;Objektorienterad design och programmering;7.5;18426;2025;36;10;0.50
DV011C;Objektorienterad design och programmering II;7.5;28424;2013;4;30;0.50
DVG308;Objektorienterad design och programmering II;7.5;28435;2014;4;30;0.50
DVG308;Objektorienterad design och programmering II;7.5;28413;2015;4;15;0.50
DVG503;Objektorienterad design och programmering II;7.5;28419;2016;4;12;0.50
DVG503;Objektorienterad design och programmering II;7.5;28415;2017;4;10;0.50
DVG503;Objektorienterad design och programmering II;7.5;28414;2018;3;10;0.50
DVG503;Objektorienterad design och programmering II;7.5;28413;2019;4;20;0.50
DVG503;Objektorienterad design och programmering II;7.5;28403;2020;4;15;0.50
DVG503;Objektorienterad design och programmering II;7.5;28415;2021;3;20;0.50
DVG503;Objektorienterad design och programmering II;7.5;28409;2022;3;25;0.50
DVG503;Objektorienterad design och programmering II;7.5;28421;2023;3;33;0.50
DVG503;Objektorienterad design och programmering II;7.5;28419;2024;3;25;0.50
DVG503;Objektorienterad design och programmering II;7.5;28419;2025;3;25;0.50
DVG301;Objektorienterad design, programmering och algoritmer;15.0;28439;2013;14;30;0.50
DVG301;Objektorienterad design, programmering och algoritmer;15.0;28411;2014;14;30;0.50
DV027B;Objektorienterad programmering 1;7.5;18413;2013;35;30;0.50
DV027B;Objektorienterad programmering 1;7.5;18414;2013;35;30;0.50
DV027B;Objektorienterad programmering 1;7.5;18412;2014;35;30;0.50
SBG317;Open Source kartografi;7.5;27324;2022;3;12;0.50
SBG317;Open Source kartografi;7.5;27326;2023;3;6;0.50
SBG317;Open Source kartografi;7.5;27324;2024;3;12;0.50
SBG317;Open Source kartografi;7.5;27324;2025;3;12;0.50
DV015C;Operativsystem;7.5;28425;2013;4;30;0.50
SBG602;Praktik inom Geografi och Samhällsplanering;7.5;28608;2023;3;15;0.50
SBG602;Praktik inom Geografi och Samhällsplanering;7.5;28609;2023;13;5;0.50
SBG602;Praktik inom Geografi och Samhällsplanering;7.5;28608;2024;3;15;0.50
SBG602;Praktik inom Geografi och Samhällsplanering;7.5;28609;2024;13;5;0.50
SBG602;Praktik inom Geografi och Samhällsplanering;7.5;28608;2025;3;15;0.50
SBG602;Praktik inom Geografi och Samhällsplanering;7.5;28609;2025;13;5;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28604;2017;4;30;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28605;2017;14;7;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28609;2018;3;6;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28610;2018;13;6;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28604;2019;4;5;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28605;2019;14;5;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28607;2020;4;5;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28608;2020;14;9;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28601;2021;3;5;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28600;2021;13;5;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28607;2022;3;15;0.50
SBG503;Praktikkurs inom Samhällsplanering;7.5;28608;2022;13;6;0.50
DV029B;Praktisk Internetteknologi 1;15.0;18415;2013;35;30;0.50
DV030B;Praktisk Internetteknologi 2;15.0;18416;2013;35;30;0.50
IEG302;Produktionslogistik;7.5;17408;2019;36;65;0.50
MTG305;Produktutveckling;7.5;16206;2018;35;20;0.50
MTG305;Produktutveckling;7.5;16206;2019;46;25;0.50
DVX00X;Programmering för lärare;7.5;123123;2019;1;30;0.25
DVU000;Programmering för lärare i grundskolan;7.5;00000;2017;1;60;0.25
DVU_WORKSHOPS2;Programmering i tidigare åldrar (Workshops);0.0;00001;2022;1;10;0.50
DVG510;Programmering och skript i GIS;5.0;18415;2017;45;8;0.50
DVG510;Programmering och skript i GIS;5.0;18414;2019;46;15;0.50
DVG510;Programmering och skript i GIS;5.0;18412;2020;46;0;0.50
DVG510;Programmering och skript i GIS;5.0;18416;2021;45;15;0.50
DVG510;Programmering och skript i GIS;5.0;18424;2022;45;8;0.50
DVG510;Programmering och skript i GIS;5.0;18428;2023;45;8;0.50
DVG510;Programmering och skript i GIS;5.0;18430;2024;46;8;0.25
DVG510;Programmering och skript i GIS;5.0;18430;2025;46;8;0.25
DVU301;Programmeringsaktiviteter i undervisningen 2,5hp;2.5;1;2021;1;0;0.50
DVG002;Programmeringsmetodik;7.5;18417;2013;35;30;0.50
DVG002;Programmeringsmetodik;7.5;18411;2014;35;30;0.50
DVG002;Programmeringsmetodik;7.5;18420;2017;35;70;0.50
DVG002;Programmeringsmetodik;7.5;18403;2019;36;95;0.50
DVG002;Programmeringsmetodik;7.5;18413;2020;36;60;0.50
DVG002;Programmeringsmetodik;7.5;18415;2021;35;60;0.50
DVG002;Programmeringsmetodik;7.5;18430;2021;35;25;0.50
DVG002;Programmeringsmetodik;7.5;18410;2022;35;85;0.50
DVG002;Programmeringsmetodik;7.5;18402;2023;35;105;0.50
DVG002;Programmeringsmetodik;7.5;18415;2024;36;105;0.50
DVG002;Programmeringsmetodik;7.5;18415;2025;36;105;0.50
DVG302;Programvaruteknik - utveckling och underhåll av programvara;15.0;28422;2013;4;30;0.50
DVG302;Programvaruteknik - utveckling och underhåll av programvara;15.0;28412;2014;4;30;0.50
DVG302;Programvaruteknik - utveckling och underhåll av programvara;15.0;28414;2015;4;20;0.50
DVG302;Programvaruteknik - utveckling och underhåll av programvara;15.0;28417;2016;4;20;0.50
DVG320;Programvaruteknik - utveckling och underhåll av programvara;15.0;28424;2017;4;13;0.50
DVG320;Programvaruteknik - utveckling och underhåll av programvara;15.0;28415;2018;3;18;0.50
DVG320;Programvaruteknik - utveckling och underhåll av programvara;15.0;28414;2019;4;30;0.50
DVG320;Programvaruteknik - utveckling och underhåll av programvara;15.0;28401;2020;4;30;0.50
DVG320;Programvaruteknik - utveckling och underhåll av programvara;15.0;28410;2021;3;30;0.50
DVG320;Programvaruteknik - utveckling och underhåll av programvara;15.0;28410;2022;3;46;0.50
DVG320;Programvaruteknik - utveckling och underhåll av programvara;15.0;28427;2023;3;28;0.50
DVG320;Programvaruteknik - utveckling och underhåll av programvara;15.0;28421;2024;3;27;0.50
DVG320;Programvaruteknik - utveckling och underhåll av programvara;15.0;28421;2025;3;27;0.50
SBG510;Projektkurs;15.0;27329;2023;13;9;0.50
SBG510;Projektkurs;15.0;27326;2024;13;5;1.00
SBG510;Projektkurs;15.0;27326;2025;13;5;1.00
IEG301;Projektkurs Industriell ekonomi;15.0;27412;2015;4;64;0.50
IEG301;Projektkurs Industriell ekonomi;15.0;27406;2016;4;70;0.50
IEG305;Projektkurs Industriell ekonomi;15.0;27411;2017;4;62;0.50
IEG305;Projektkurs Industriell ekonomi;15.0;27411;2018;3;65;0.50
IEG305;Projektkurs Industriell ekonomi;15.0;27406;2019;4;70;0.50
MTG502;Projektkurs i maskinteknik;15.0;16203;2018;45;30;0.50
MTG502;Projektkurs i maskinteknik;15.0;16205;2019;46;15;0.50
DVG505;Projektkurs inom datavetenskap;7.5;18416;2017;45;14;0.50
DVG505;Projektkurs inom datavetenskap;7.5;18407;2019;46;15;0.50
DVG505;Projektkurs inom datavetenskap;7.5;18416;2020;46;20;0.50
DVG505;Projektkurs inom datavetenskap;7.5;18417;2021;45;20;0.50
DVG505;Projektkurs inom datavetenskap;7.5;18423;2022;45;16;0.50
DVG505;Projektkurs inom datavetenskap;7.5;18416;2023;45;26;0.50
DVG505;Projektkurs inom datavetenskap;7.5;18428;2024;46;26;0.50
DVG505;Projektkurs inom datavetenskap;7.5;18428;2025;46;26;0.50
SBG003;Referenssystem och positionering;5.0;27315;2015;4;23;0.50
SBG003;Referenssystem och positionering;5.0;27310;2016;4;24;0.50
SBG003;Referenssystem och positionering;5.0;27309;2017;4;15;0.50
SBG003;Referenssystem och positionering;5.0;27324;2018;3;10;0.50
SBG003;Referenssystem och positionering;5.0;27319;2019;4;15;0.50
SBG003;Referenssystem och positionering;5.0;27316;2020;4;8;0.50
SBG003;Referenssystem och positionering;5.0;27314;2021;3;8;0.50
SBG328;Referenssystem och positionering;5.0;27300;2023;13;15;0.50
SBG328;Referenssystem och positionering;5.0;27300;2024;16;30;0.50
SBG328;Referenssystem och positionering;5.0;27300;2025;16;30;0.50
SB304B;Regional utveckling;7.5;28500;2016;4;35;0.50
SB304B;Regional utveckling;7.5;28500;2017;4;24;0.50
SB304B;Regional utveckling;7.5;28504;2018;3;42;0.50
SBG362;Regional utveckling;7.5;28607;2019;4;50;0.50
SBG362;Regional utveckling;7.5;28601;2020;4;35;0.50
SBG362;Regional utveckling;7.5;28606;2021;3;44;0.50
SBG362;Regional utveckling;7.5;28604;2022;3;48;0.50
SBG362;Regional utveckling;7.5;28606;2023;3;45;0.50
SBG362;Regional utveckling;7.5;28602;2024;3;18;0.50
SBG362;Regional utveckling;7.5;28601;2024;3;30;0.50
SBG362;Regional utveckling;7.5;28602;2025;3;18;0.50
SBG362;Regional utveckling;7.5;28601;2025;3;30;0.50
SBA325;Riskmodellering, kartering och geovisualisering;5.0;17318;2019;36;10;0.50
SBA325;Riskmodellering, kartering och geovisualisering;5.0;17318;2020;36;10;0.50
SBA325;Riskmodellering, kartering och geovisualisering;5.0;17310;2022;35;10;0.50
SBA325;Riskmodellering, kartering och geovisualisering;5.0;17309;2023;35;7;0.50
SBA325;Riskmodellering, kartering och geovisualisering;5.0;17314;2024;36;7;0.25
SBA325;Riskmodellering, kartering och geovisualisering;5.0;17314;2025;36;7;0.25
MTG004;Ritteknik med CAD;7.5;16207;2018;35;60;0.50
MTG004;Ritteknik med CAD;7.5;16203;2019;36;45;0.50
SBG005;SDI och tjänsteorienterad GIS-arkitektur;15.0;17311;2014;1;16;1.00
SBG508;SDI och tjänsteorienterad GIS-arkitektur;15.0;17323;2019;36;10;0.50
SBG508;SDI och tjänsteorienterad GIS-arkitektur;15.0;17315;2020;36;4;0.50
SBG511;SDI och tjänsteorienterad GIS-arkitektur;10.0;17323;2021;35;10;0.50
SBG511;SDI och tjänsteorienterad GIS-arkitektur;10.0;17302;2022;35;30;0.50
SBG320;SDI och tjänsteorienterad GIS-arkitektur;7.5;17305;2023;45;6;0.50
SBG511;SDI och tjänsteorienterad GIS-arkitektur;10.0;17312;2023;35;13;0.50
SBG320;SDI och tjänsteorienterad GIS-arkitektur;7.5;17329;2024;46;13;0.50
SBG511;SDI och tjänsteorienterad GIS-arkitektur;10.0;17335;2024;36;13;0.50
SBG320;SDI och tjänsteorienterad GIS-arkitektur;7.5;17329;2025;46;13;0.50
SBG511;SDI och tjänsteorienterad GIS-arkitektur;10.0;17335;2025;36;13;0.50
SBG311;Samhällets förvaltning och utveckling;7.5;17316;2019;46;65;0.50
SBG311;Samhällets förvaltning och utveckling;7.5;17319;2020;46;55;0.50
SBG311;Samhällets förvaltning och utveckling;7.5;17321;2021;45;45;0.50
SBG311;Samhällets förvaltning och utveckling;7.5;17300;2022;45;37;0.50
SBG311;Samhällets förvaltning och utveckling;7.5;17329;2023;45;32;0.50
SBG311;Samhällets förvaltning och utveckling;7.5;17323;2024;46;32;0.50
SBG311;Samhällets förvaltning och utveckling;7.5;17323;2025;46;32;0.50
SBG007;Samhällsbyggnadsprocessen;7.5;17327;2020;36;20;0.50
SBG007;Samhällsbyggnadsprocessen;7.5;17320;2021;35;22;0.50
SBG007;Samhällsbyggnadsprocessen;7.5;17301;2022;35;20;0.50
SBG007;Samhällsbyggnadsprocessen;7.5;17308;2023;35;30;0.50
SBG007;Samhällsbyggnadsprocessen;7.5;17315;2024;36;30;0.50
SBG007;Samhällsbyggnadsprocessen;7.5;17315;2025;36;30;0.50
SBG021;Samhällsgeografi;7.5;18501;2019;46;35;0.50
SBG021;Samhällsgeografi;7.5;18501;2020;46;35;0.50
SBG021;Samhällsgeografi;7.5;18502;2021;45;40;0.50
SBG021;Samhällsgeografi;7.5;18502;2022;45;36;0.50
SBG021;Samhällsgeografi;7.5;18502;2023;45;35;0.50
SBG021;Samhällsgeografi;7.5;18502;2024;46;35;0.50
SBG021;Samhällsgeografi;7.5;18502;2025;46;35;0.50
SBG034;Satellitsensorer och deras tillämpningar i geospatial informationsvetenskap;5.0;17324;2017;1;10;0.50
SBA034;Satellitsensorer och deras tillämpningar i geospatial informationsvetenskap;5.0;27321;2020;4;10;0.50
SBA034;Satellitsensorer och deras tillämpningar i geospatial informationsvetenskap;5.0;17321;2020;46;23;0.50
SBA034;Satellitsensorer och deras tillämpningar i geospatial informationsvetenskap;5.0;17322;2021;45;10;0.50
SBA034;Satellitsensorer och deras tillämpningar i geospatial informationsvetenskap;5.0;17303;2022;45;10;0.50
SBA034;Satellitsensorer och deras tillämpningar i geospatial informationsvetenskap;5.0;17310;2024;46;15;0.25
SBA034;Satellitsensorer och deras tillämpningar i geospatial informationsvetenskap;5.0;17311;2024;46;15;0.25
SBA034;Satellitsensorer och deras tillämpningar i geospatial informationsvetenskap;5.0;17310;2025;46;15;0.25
SBA034;Satellitsensorer och deras tillämpningar i geospatial informationsvetenskap;5.0;17311;2025;46;15;0.25
SBA002;Satellitsensorer och deras tillämpningar i geovetenskap;7.5;27316;2015;4;0;0.50
SBA002;Satellitsensorer och deras tillämpningar i geovetenskap;7.5;27318;2016;4;15;0.50
DV033B;Scriptspråk i webbmiljö;7.5;18418;2013;35;30;0.50
DV033B;Scriptspråk i webbmiljö;7.5;18413;2014;35;30;0.50
IEG306;Simulering av logistiksystem;7.5;17404;2019;46;25;0.50
IEA013;Simuleringsteknik för logistiksystem;6.0;17415;2019;46;20;0.50
MTG501;Skärande bearbetning;7.5;26206;2015;4;22;0.50
MTG503;Skärande bearbetning;7.5;26208;2016;4;20;0.50
MTG503;Skärande bearbetning;7.5;26206;2017;4;31;0.50
MTG503;Skärande bearbetning;7.5;26205;2018;3;21;0.50
MTG503;Skärande bearbetning;7.5;26207;2019;4;15;0.50
SBA000;Spatial Analysis and Planning;7.5;17314;2015;46;15;0.50
SBA064;Spatial analys för samhällsplanering;5.0;17322;2019;46;15;0.50
SBA064;Spatial analys för samhällsplanering;5.0;17313;2020;46;0;0.50
SBA064;Spatial analys för samhällsplanering;5.0;17318;2021;45;18;0.50
SBA064;Spatial analys för samhällsplanering;5.0;17304;2022;45;10;0.50
SBA064;Spatial analys för samhällsplanering;5.0;17305;2022;45;30;0.50
SBA064;Spatial analys för samhällsplanering;5.0;17312;2024;46;15;0.25
SBA064;Spatial analys för samhällsplanering;5.0;17304;2024;46;15;0.25
SBA064;Spatial analys för samhällsplanering;5.0;17312;2025;46;15;0.25
SBA064;Spatial analys för samhällsplanering;5.0;17304;2025;46;15;0.25
SBA305;Spatial multikriterieanalys;5.0;27306;2018;3;12;0.50
SBA305;Spatial multikriterieanalys;5.0;27316;2019;4;25;0.50
SBA305;Spatial multikriterieanalys;5.0;27322;2020;4;15;0.50
SBA305;Spatial multikriterieanalys;5.0;27320;2022;3;5;0.50
SBA305;Spatial multikriterieanalys;5.0;27323;2023;3;15;0.50
SBA305;Spatial multikriterieanalys;5.0;27329;2024;3;11;0.25
SBA305;Spatial multikriterieanalys;5.0;27330;2024;3;10;0.25
SBA305;Spatial multikriterieanalys;5.0;27329;2025;3;11;0.25
SBA305;Spatial multikriterieanalys;5.0;27330;2025;3;10;0.25
SBA004;Spatiala databaser och datainfrastruktur;5.0;27307;2018;45;11;0.50
SBA004;Spatiala databaser och datainfrastruktur;5.0;27321;2019;4;15;0.50
SBA004;Spatiala databaser och datainfrastruktur;5.0;17303;2019;46;25;0.50
SBA004;Spatiala databaser och datainfrastruktur;5.0;27323;2020;4;5;0.50
SBA004;Spatiala databaser och datainfrastruktur;5.0;27321;2022;3;9;0.50
SBA004;Spatiala databaser och datainfrastruktur;5.0;27322;2022;3;0;0.25
SBA004;Spatiala databaser och datainfrastruktur;5.0;27324;2023;3;14;0.50
SBA004;Spatiala databaser och datainfrastruktur;5.0;27328;2024;3;16;0.25
SBA004;Spatiala databaser och datainfrastruktur;5.0;27327;2024;3;5;0.25
SBA004;Spatiala databaser och datainfrastruktur;5.0;27328;2025;3;16;0.25
SBA004;Spatiala databaser och datainfrastruktur;5.0;27327;2025;3;5;0.25
DV014D;Specialisering inom besluts-, risk- och policyanalys;7.5;28423;2015;14;50;0.50
DV014D;Specialisering inom besluts-, risk- och policyanalys;7.5;28414;2016;14;50;0.50
DV014D;Specialisering inom besluts-, risk- och policyanalys;7.5;28413;2017;14;35;0.50
DV014D;Specialisering inom besluts-, risk- och policyanalys;7.5;28416;2018;13;33;0.50
DV014D;Specialisering inom besluts-, risk- och policyanalys;7.5;28417;2019;14;20;0.50
DV014D;Specialisering inom besluts-, risk- och policyanalys;7.5;28430;2020;14;2;0.50
BEA306;Specialisering inom besluts-, risk- och policyanalys;15.0;18425;2020;36;27;0.50
BEA306;Specialisering inom besluts-, risk- och policyanalys;15.0;18419;2021;35;27;0.50
BEA306;Specialisering inom besluts-, risk- och policyanalys;15.0;18402;2022;35;27;0.50
BEA306;Specialisering inom besluts-, risk- och policyanalys;15.0;18407;2023;35;27;0.50
BEA306;Specialisering inom besluts-, risk- och policyanalys;15.0;18407;2024;36;27;0.50
BEA306;Specialisering inom besluts-, risk- och policyanalys;15.0;18407;2025;36;27;0.50
DV009B;Speldesign och utveckling;7.5;28427;2013;4;30;0.50
SBG322;Stadens sociala geografi;7.5;28502;2019;14;50;0.50
SBG322;Stadens sociala geografi;7.5;28503;2020;14;30;0.50
SBG322;Stadens sociala geografi;7.5;28503;2021;13;35;0.50
SBG322;Stadens sociala geografi;7.5;28502;2022;13;22;0.50
SBG322;Stadens sociala geografi;7.5;28503;2023;13;35;0.50
SBG322;Stadens sociala geografi;7.5;28503;2024;13;25;0.50
SBG322;Stadens sociala geografi;7.5;28503;2025;13;25;0.50
SBG652;Stadsplaneringens teori och praktik;5.0;28601;2018;13;7;0.50
SBG652;Stadsplaneringens teori och praktik;5.0;28602;2019;14;15;0.50
SBG652;Stadsplaneringens teori och praktik;5.0;28602;2020;14;8;0.50
SBG652;Stadsplaneringens teori och praktik;5.0;28605;2022;13;3;0.50
SBG652;Stadsplaneringens teori och praktik;5.0;28601;2023;13;10;0.50
SBG652;Stadsplaneringens teori och praktik;5.0;28605;2024;13;6;0.25
SBG652;Stadsplaneringens teori och praktik;5.0;28605;2025;13;6;0.25
